Arrival no,Arrival time (sec),Base station ,Call duration (sec),velocity (km/h)
8797,11995.715,4,306.846,117.898
8798,11998.894,15,163.119,109.176
8799,11999.202,17,145.176,118.277
8800,12001.259,3,30.597,120.675
8801,12002.625,15,139.869,118.699
8802,12003.283,17,11.914,133.559
8803,12005.335,14,31.902,111.870
8804,12011.945,16,156.288,113.905
8805,12014.552,11,32.278,112.593
8806,12016.158,4,75.397,108.906
8807,12016.332,4,115.366,122.426
8808,12020.869,12,242.407,105.562
8809,12021.675,3,354.106,126.638
8810,12022.729,4,122.896,126.969
8811,12022.743,10,230.734,132.303
8812,12024.143,10,36.972,128.934
8813,12024.268,8,205.161,136.238
8814,12025.212,7,184.231,115.259
8815,12025.256,18,83.309,122.347
8816,12025.895,14,16.185,125.606
8817,12027.146,16,35.089,127.304
8818,12028.330,4,317.176,131.836
8819,12029.126,15,136.748,110.776
8820,12029.418,15,285.943,120.707
8821,12029.498,5,15.078,111.872
8822,12030.915,7,112.518,110.743
8823,12031.881,1,246.752,118.761
8824,12033.320,5,23.442,117.208
8825,12034.769,8,31.355,112.475
8826,12040.907,15,65.763,110.924
8827,12041.985,20,20.286,127.741
8828,12043.297,5,21.436,124.094
8829,12043.538,17,32.220,113.562
8830,12046.491,8,272.757,130.638
8831,12047.185,19,227.013,116.926
8832,12048.472,1,62.700,104.685
8833,12052.345,2,39.038,125.641
8834,12054.127,10,231.466,123.585
8835,12055.115,10,20.835,105.700
8836,12055.261,17,27.285,113.817
8837,12057.745,2,28.390,120.702
8838,12060.349,7,54.915,131.200
8839,12063.076,6,319.898,113.805
8840,12063.219,12,132.302,124.031
8841,12069.285,7,38.706,131.537
8842,12069.401,13,66.732,125.361
8843,12071.338,20,169.899,107.625
8844,12073.507,7,22.266,119.263
8845,12074.453,11,21.840,117.185
8846,12074.672,8,35.867,122.059
8847,12075.443,16,16.077,120.710
8848,12076.824,11,180.760,125.638
8849,12077.160,20,100.054,125.055
8850,12077.881,7,73.245,118.673
8851,12078.058,3,150.638,113.471
8852,12080.530,19,98.028,119.439
8853,12080.875,16,18.353,111.095
8854,12084.862,1,38.090,129.393
8855,12088.266,12,20.029,126.033
8856,12089.905,16,303.092,125.038
8857,12090.720,9,34.204,113.320
8858,12091.160,11,47.483,105.629
8859,12092.751,13,105.612,123.819
8860,12094.455,19,87.836,113.608
8861,12097.258,10,94.526,131.832
8862,12099.257,1,76.064,110.318
8863,12099.538,6,101.689,124.116
8864,12103.152,16,16.092,112.446
8865,12103.420,3,19.183,114.947
8866,12104.290,16,14.240,126.587
8867,12105.308,20,82.697,127.299
8868,12106.842,3,92.300,112.526
8869,12109.802,12,158.032,128.711
8870,12112.385,18,96.169,120.398
8871,12114.454,13,10.442,128.148
8872,12114.716,18,91.997,112.835
8873,12115.609,16,96.264,131.083
8874,12117.346,3,67.443,115.492
8875,12119.056,15,203.477,125.970
8876,12120.461,11,140.138,104.966
8877,12122.881,13,212.888,124.588
8878,12125.698,9,145.783,125.146
8879,12127.709,3,11.006,110.971
8880,12129.085,18,36.406,134.694
8881,12133.070,12,81.063,105.403
8882,12135.916,16,25.772,121.588
8883,12136.755,15,100.211,116.883
8884,12137.653,6,51.178,125.488
8885,12142.364,8,28.248,119.629
8886,12142.378,10,61.259,125.016
8887,12144.368,12,25.064,110.372
8888,12147.094,9,315.772,119.425
8889,12151.863,11,63.738,129.348
8890,12153.300,3,382.276,104.320
8891,12156.525,19,206.250,115.318
8892,12157.020,13,56.788,101.336
8893,12159.622,1,39.679,112.588
8894,12159.874,3,16.056,124.469
8895,12162.289,12,342.030,129.461
8896,12162.863,11,20.618,118.698
8897,12163.576,11,159.662,117.995
8898,12163.734,17,472.951,135.817
8899,12164.699,3,143.945,131.285
8900,12164.756,20,71.098,131.950
8901,12165.020,10,38.037,127.017
8902,12165.840,11,18.202,113.422
8903,12166.584,13,49.229,132.876
8904,12168.129,13,86.157,125.086
8905,12168.826,13,88.929,123.384
8906,12168.881,2,74.865,110.472
8907,12169.510,4,107.440,117.153
8908,12169.977,14,235.763,125.179
8909,12170.144,13,114.154,111.269
8910,12172.881,11,65.449,124.122
8911,12173.391,15,29.263,117.081
8912,12173.459,5,23.811,127.113
8913,12173.984,20,205.279,138.103
8914,12174.710,14,11.865,112.078
8915,12175.523,4,34.593,119.569
8916,12177.376,9,33.130,122.842
8917,12177.582,6,111.324,110.366
8918,12178.651,11,97.003,106.024
8919,12182.037,15,14.367,130.052
8920,12182.332,12,81.804,109.349
8921,12182.724,12,76.967,112.573
8922,12192.067,2,32.015,115.307
8923,12192.333,2,130.789,135.540
8924,12192.500,8,60.703,117.578
8925,12193.197,2,151.998,115.822
8926,12193.424,13,90.997,116.528
8927,12193.696,16,107.507,119.005
8928,12194.448,19,116.524,130.920
8929,12195.271,16,115.003,123.582
8930,12195.357,14,44.185,119.540
8931,12195.452,14,185.456,114.458
8932,12195.615,7,291.502,127.075
8933,12196.727,11,561.905,121.429
8934,12198.080,17,169.506,122.685
8935,12199.349,3,173.545,126.882
8936,12200.116,13,80.949,104.961
8937,12200.320,5,31.274,115.591
8938,12203.146,14,31.143,126.702
8939,12204.119,9,95.933,118.853
8940,12204.456,13,229.973,117.777
8941,12207.744,2,44.400,129.344
8942,12209.798,17,48.974,127.107
8943,12212.498,8,198.248,116.304
8944,12212.615,19,38.778,107.383
8945,12213.507,2,25.016,106.131
8946,12215.910,5,147.619,123.143
8947,12216.745,4,76.892,124.721
8948,12220.806,1,12.097,123.036
8949,12221.532,4,265.267,116.079
8950,12223.489,18,130.710,118.924
8951,12224.195,13,17.487,108.960
8952,12224.267,14,35.625,121.092
8953,12227.856,16,255.085,135.005
8954,12228.852,2,106.330,130.885
8955,12229.139,6,39.544,131.833
8956,12231.453,3,88.446,116.166
8957,12233.831,4,23.219,125.924
8958,12234.757,6,144.987,130.554
8959,12238.131,13,31.482,124.802
8960,12238.288,8,50.297,117.976
8961,12239.288,9,52.714,131.819
8962,12239.494,14,159.108,128.900
8963,12240.100,7,95.066,106.359
8964,12241.779,14,107.744,121.479
8965,12242.425,20,103.574,136.440
8966,12242.440,16,38.360,113.020
8967,12242.484,18,44.026,112.258
8968,12245.274,5,27.345,119.464
8969,12245.541,7,137.256,127.610
8970,12246.734,15,248.450,113.576
8971,12249.924,12,393.696,123.417
8972,12250.852,10,313.516,109.360
8973,12253.735,3,131.464,130.017
8974,12254.831,6,95.791,114.896
8975,12255.111,8,58.239,114.750
8976,12255.176,10,122.040,115.949
8977,12255.862,3,247.816,110.473
8978,12259.218,13,94.675,112.817
8979,12259.547,19,75.001,130.649
8980,12263.776,11,43.084,120.141
8981,12264.440,10,37.671,118.688
8982,12265.000,9,174.389,140.005
8983,12265.231,16,60.385,112.265
8984,12265.490,4,258.727,102.103
8985,12265.691,20,151.051,118.345
8986,12267.691,6,23.698,120.234
8987,12271.725,11,199.184,112.455
8988,12274.400,5,93.658,110.123
8989,12275.077,16,21.783,111.773
8990,12276.401,10,18.966,128.285
8991,12277.919,3,146.548,121.903
8992,12280.695,19,169.293,112.580
8993,12280.732,16,27.806,105.411
8994,12283.015,14,97.493,123.784
8995,12283.028,8,940.180,129.695
8996,12283.532,15,70.785,119.804
8997,12285.001,15,384.347,112.399
8998,12288.724,18,15.588,119.851
8999,12290.178,14,173.550,122.812
9000,12290.676,3,28.221,116.035
9001,12291.832,9,68.075,123.399
9002,12292.133,1,367.392,128.124
9003,12293.027,20,196.777,115.139
9004,12293.597,20,190.478,114.054
9005,12294.001,3,18.178,123.455
9006,12295.195,5,32.114,117.873
9007,12295.481,17,92.438,127.595
9008,12296.049,6,77.673,116.736
9009,12297.352,6,19.121,131.203
9010,12298.487,15,32.977,132.944
9011,12299.244,10,280.887,116.955
9012,12300.241,8,17.887,132.813
9013,12303.075,11,475.299,127.773
9014,12303.527,5,18.494,112.248
9015,12303.550,8,60.896,122.379
9016,12303.856,4,159.846,116.996
9017,12305.058,19,75.600,114.908
9018,12308.154,2,256.679,139.602
9019,12309.265,18,274.066,123.248
9020,12311.342,17,65.256,135.630
9021,12312.893,15,122.664,131.020
9022,12313.278,8,70.694,121.982
9023,12315.884,16,89.661,128.039
9024,12320.670,7,19.944,133.404
9025,12324.872,8,103.320,106.777
9026,12327.479,15,15.136,122.675
9027,12327.490,10,237.866,123.389
9028,12328.694,13,78.312,109.338
9029,12329.104,19,21.657,124.170
9030,12330.192,6,18.333,119.395
9031,12330.953,3,24.956,113.374
9032,12332.021,13,93.775,120.712
9033,12332.460,7,57.019,143.365
9034,12333.060,17,94.499,108.207
9035,12335.271,4,112.988,111.772
9036,12335.422,3,43.195,106.920
9037,12335.744,9,13.968,122.921
9038,12337.520,10,11.952,125.678
9039,12338.747,1,110.880,111.161
9040,12340.090,20,50.759,127.538
9041,12341.855,18,321.853,118.510
9042,12342.094,3,62.043,118.671
9043,12345.304,18,61.629,131.287
9044,12350.474,13,132.877,128.119
9045,12350.544,5,34.085,121.142
9046,12351.619,11,85.371,128.091
9047,12352.563,10,134.460,113.296
9048,12353.770,17,114.763,107.712
9049,12355.196,1,37.814,124.512
9050,12357.012,16,161.170,120.750
9051,12358.599,18,51.747,129.251
9052,12359.664,20,200.979,116.657
9053,12362.892,17,126.990,119.777
9054,12363.731,16,51.507,115.060
9055,12364.311,1,330.230,146.176
9056,12366.321,4,64.557,116.434
9057,12367.097,15,38.738,109.116
9058,12368.085,15,92.094,104.977
9059,12368.604,19,187.579,119.999
9060,12369.646,4,25.025,127.189
9061,12370.744,7,93.473,119.824
9062,12372.926,10,69.105,126.246
9063,12373.794,9,39.637,113.686
9064,12375.463,2,114.541,138.796
9065,12375.902,13,59.827,121.535
9066,12377.398,20,20.960,133.533
9067,12378.792,1,126.426,120.140
9068,12379.313,20,68.445,119.439
9069,12380.029,20,42.608,131.067
9070,12381.442,16,74.992,118.537
9071,12381.807,18,22.289,127.543
9072,12381.841,19,51.880,119.484
9073,12382.694,16,231.085,112.291
9074,12384.732,2,134.005,121.813
9075,12384.813,12,69.225,134.167
9076,12387.692,2,50.555,111.129
9077,12389.620,1,12.201,112.167
9078,12395.016,2,16.532,114.060
9079,12395.960,6,192.088,127.465
9080,12396.506,11,262.529,109.372
9081,12399.774,18,541.082,131.740
9082,12400.437,14,71.228,99.502
9083,12401.983,16,222.436,116.502
9084,12405.635,4,42.432,126.955
9085,12406.069,1,45.827,129.511
9086,12406.912,9,109.792,125.203
9087,12410.454,20,50.605,116.899
9088,12410.950,17,195.801,120.408
9089,12413.942,18,28.145,129.433
9090,12416.363,13,12.133,105.751
9091,12417.552,8,37.396,119.018
9092,12420.401,13,180.189,112.342
9093,12420.469,8,11.591,107.324
9094,12422.096,16,130.333,133.043
9095,12423.691,3,52.069,122.035
9096,12425.814,18,423.728,119.095
9097,12428.443,7,59.377,97.638
9098,12430.782,6,12.529,110.028
9099,12432.142,13,156.939,127.379
9100,12432.543,1,254.656,120.694
9101,12432.880,8,112.522,125.046
9102,12433.116,16,101.837,133.180
9103,12434.870,7,282.789,111.182
9104,12434.968,18,83.057,135.896
9105,12435.491,3,72.891,109.052
9106,12435.617,4,236.184,129.414
9107,12435.682,9,127.669,105.858
9108,12437.731,14,383.474,110.558
9109,12438.791,15,86.863,93.797
9110,12439.278,14,124.674,123.418
9111,12440.536,16,163.480,124.127
9112,12442.102,17,105.912,114.713
9113,12444.242,4,185.857,118.824
9114,12444.876,15,130.264,128.266
9115,12446.204,14,53.227,113.572
9116,12446.880,9,76.090,126.737
9117,12448.434,15,34.743,124.787
9118,12453.363,13,141.938,126.235
9119,12455.237,12,142.436,112.605
9120,12456.334,9,71.148,120.367
9121,12456.830,12,374.062,128.153
9122,12458.424,12,79.051,123.154
9123,12460.577,1,201.643,120.049
9124,12463.101,16,101.651,119.736
9125,12466.180,15,14.641,117.713
9126,12468.837,2,211.783,117.285
9127,12469.866,16,13.833,116.450
9128,12474.861,12,186.192,123.678
9129,12475.249,14,50.109,135.656
9130,12475.838,11,102.397,122.667
9131,12477.054,16,36.571,112.396
9132,12477.520,2,48.518,126.568
9133,12479.410,11,22.870,118.737
9134,12479.797,2,140.245,117.070
9135,12487.764,10,184.135,120.785
9136,12488.028,3,234.807,108.408
9137,12490.420,4,200.720,114.948
9138,12490.444,16,420.034,128.463
9139,12494.029,14,123.478,130.860
9140,12494.671,15,66.490,116.720
9141,12499.523,1,179.588,110.970
9142,12500.733,14,147.863,131.484
9143,12501.889,7,165.199,124.115
9144,12503.294,10,17.793,119.452
9145,12504.623,13,11.413,122.135
9146,12505.336,11,205.320,132.492
9147,12505.806,3,58.233,123.347
9148,12506.279,3,233.192,118.630
9149,12507.051,12,134.746,112.743
9150,12507.199,10,24.565,127.849
9151,12507.269,20,55.994,124.411
9152,12507.364,19,86.316,134.689
9153,12507.904,15,28.171,125.094
9154,12508.870,6,10.121,112.668
9155,12510.303,20,251.358,114.815
9156,12510.472,20,135.963,112.290
9157,12510.832,8,190.212,128.396
9158,12512.266,17,116.321,110.612
9159,12512.735,5,72.676,117.505
9160,12514.049,6,191.256,119.365
9161,12514.793,10,11.984,121.089
9162,12515.276,11,51.724,110.153
9163,12518.903,12,67.863,131.482
9164,12520.134,20,420.008,102.576
9165,12524.297,6,37.116,130.066
9166,12525.185,13,176.551,114.874
9167,12525.730,12,187.809,113.514
9168,12526.095,10,206.996,111.374
9169,12528.758,6,28.619,117.877
9170,12529.398,9,236.276,115.047
9171,12532.296,16,62.038,129.129
9172,12536.242,18,22.223,126.374
9173,12537.780,19,18.554,130.446
9174,12539.865,20,479.411,124.227
9175,12541.036,18,51.752,119.145
9176,12541.669,2,55.305,134.009
9177,12543.195,11,404.593,117.772
9178,12543.197,14,98.008,126.000
9179,12543.650,4,46.557,108.842
9180,12543.855,11,89.974,136.318
9181,12544.889,16,278.643,106.217
9182,12546.126,20,45.849,101.373
9183,12547.846,5,51.531,131.473
9184,12549.027,6,110.238,116.342
9185,12552.771,2,80.386,127.953
9186,12553.464,19,211.633,119.418
9187,12554.300,5,61.456,120.829
9188,12554.331,13,25.726,127.367
9189,12554.631,15,97.869,108.564
9190,12554.800,18,116.918,126.489
9191,12556.730,14,40.370,130.065
9192,12557.353,3,121.193,118.857
9193,12557.510,9,13.734,101.597
9194,12557.984,18,16.847,120.837
9195,12558.896,11,123.331,124.443
9196,12560.857,2,42.765,106.615
9197,12562.633,19,129.369,134.100
9198,12563.927,17,186.224,110.533
9199,12564.060,17,68.914,117.711
9200,12565.401,18,18.195,108.993
9201,12567.227,4,94.886,112.259
9202,12567.617,1,34.250,114.436
9203,12568.384,15,156.036,111.464
9204,12568.971,4,102.422,127.195
9205,12569.700,11,60.810,122.510
9206,12569.977,12,14.720,106.843
9207,12570.154,5,680.936,113.720
9208,12570.933,2,55.639,118.843
9209,12571.373,16,88.804,118.826
9210,12571.576,18,36.187,113.944
9211,12573.348,4,83.554,113.852
9212,12575.181,20,96.377,126.401
9213,12575.613,13,191.457,113.517
9214,12575.901,14,232.589,134.417
9215,12576.298,20,59.457,124.733
9216,12576.354,5,246.939,117.267
9217,12576.957,14,270.518,118.985
9218,12578.259,1,14.895,109.156
9219,12578.667,1,13.985,135.601
9220,12580.309,20,22.312,131.359
9221,12583.862,20,42.313,123.411
9222,12585.642,1,159.252,117.717
9223,12589.086,1,71.744,100.911
9224,12592.895,15,283.200,98.760
9225,12593.158,13,358.847,105.558
9226,12593.873,7,229.370,119.533
9227,12594.383,4,15.797,111.163
9228,12595.052,1,21.958,125.441
9229,12596.247,15,122.917,101.495
9230,12596.711,19,65.611,137.918
9231,12598.454,16,329.352,112.687
9232,12599.002,4,96.014,122.715
9233,12601.316,4,61.676,117.412
9234,12601.656,20,157.870,110.865
9235,12603.943,19,473.255,129.602
9236,12605.039,5,44.558,112.696
9237,12605.947,11,143.224,121.306
9238,12606.568,4,74.049,115.820
9239,12609.046,17,195.846,123.798
9240,12609.522,10,43.378,112.408
9241,12610.453,11,80.581,120.731
9242,12611.157,18,196.304,121.256
9243,12612.397,19,57.129,126.478
9244,12613.192,10,203.016,122.969
9245,12613.411,4,46.567,110.350
9246,12613.952,19,13.109,125.320
9247,12614.893,2,163.380,113.162
9248,12617.246,7,343.677,114.035
9249,12618.783,16,173.329,120.228
9250,12619.842,3,72.921,124.583
9251,12623.904,19,152.069,135.344
9252,12627.916,18,16.525,125.519
9253,12628.350,18,189.363,117.926
9254,12630.562,8,43.375,120.924
9255,12631.194,14,176.273,110.671
9256,12632.398,16,21.325,110.226
9257,12635.379,16,447.100,113.021
9258,12638.094,16,61.534,117.034
9259,12639.967,14,44.315,104.768
9260,12640.221,4,88.270,117.350
9261,12641.143,1,49.298,133.081
9262,12642.811,5,38.360,131.461
9263,12643.233,10,86.881,115.265
9264,12644.270,19,237.981,123.335
9265,12646.357,11,15.468,118.938
9266,12650.608,12,102.313,112.503
9267,12651.609,3,34.695,128.227
9268,12651.875,14,121.465,121.061
9269,12653.201,2,76.176,119.363
9270,12653.485,5,52.338,111.737
9271,12653.771,16,41.089,117.569
9272,12655.865,1,39.230,123.025
9273,12657.625,4,98.260,119.259
9274,12659.110,3,35.635,126.076
9275,12659.165,2,125.497,108.770
9276,12663.311,2,11.300,119.817
9277,12664.055,8,69.472,119.780
9278,12664.477,1,184.242,113.422
9279,12665.783,10,252.982,108.313
9280,12666.154,12,160.759,108.437
9281,12668.150,12,116.128,122.185
9282,12668.564,12,34.650,131.259
9283,12671.136,13,36.716,117.281
9284,12674.704,9,30.646,114.642
9285,12677.199,6,73.273,132.502
9286,12680.224,4,64.028,113.858
9287,12680.600,14,187.830,112.576
9288,12682.729,3,21.170,128.439
9289,12683.734,8,38.336,127.907
9290,12685.792,12,53.521,127.832
9291,12685.865,9,436.598,111.819
9292,12686.638,8,23.219,136.312
9293,12690.262,1,13.468,121.591
9294,12691.772,8,47.096,106.836
9295,12691.896,9,121.920,104.615
9296,12692.219,8,11.430,117.431
9297,12692.908,3,68.412,119.227
9298,12693.159,14,152.899,124.023
9299,12694.119,14,27.506,123.548
9300,12694.202,11,45.387,120.232
9301,12696.162,4,76.026,121.508
9302,12696.645,18,214.270,121.356
9303,12696.667,4,235.236,107.416
9304,12696.755,15,248.381,128.748
9305,12699.795,14,21.397,106.337
9306,12700.725,3,69.941,106.554
9307,12700.897,6,187.428,135.593
9308,12701.716,19,100.911,108.351
9309,12702.320,11,181.134,110.949
9310,12703.432,19,116.953,121.785
9311,12705.166,12,232.315,135.692
9312,12705.507,12,257.361,123.595
9313,12711.120,1,53.483,106.209
9314,12711.455,11,242.159,109.266
9315,12711.666,2,197.898,128.361
9316,12713.100,12,102.854,117.436
9317,12713.110,6,239.850,122.390
9318,12717.997,17,18.252,117.717
9319,12719.656,2,36.856,122.824
9320,12720.314,16,90.587,106.119
9321,12720.715,5,105.417,125.175
9322,12721.238,9,76.674,110.441
9323,12721.937,8,93.618,125.919
9324,12723.996,8,121.319,120.965
9325,12725.010,9,34.365,125.694
9326,12726.534,15,120.812,111.352
9327,12727.301,5,32.533,125.407
9328,12729.289,7,21.277,102.977
9329,12730.700,12,75.106,113.515
9330,12733.379,14,39.202,117.018
9331,12733.875,2,114.212,125.852
9332,12735.150,17,15.033,120.595
9333,12735.660,2,79.725,105.366
9334,12735.887,14,38.777,110.241
9335,12736.822,11,66.322,119.196
9336,12737.811,20,238.118,112.557
9337,12741.206,11,112.540,118.282
9338,12741.404,2,123.664,120.108
9339,12745.021,18,83.393,112.367
9340,12747.097,6,53.462,112.125
9341,12748.898,9,63.521,98.457
9342,12750.461,6,75.768,127.637
9343,12751.828,10,902.471,123.040
9344,12752.262,4,17.764,106.857
9345,12752.272,10,31.324,118.101
9346,12753.385,16,159.398,113.009
9347,12754.539,3,80.546,126.472
9348,12754.831,17,76.626,126.089
9349,12755.970,8,126.973,105.002
9350,12757.247,20,46.138,140.043
9351,12758.021,4,148.634,129.650
9352,12758.584,1,34.691,119.467
9353,12763.270,19,208.417,120.962
9354,12763.927,8,15.294,125.874
9355,12766.002,1,87.060,109.620
9356,12767.270,6,59.824,133.887
9357,12768.675,19,25.783,111.962
9358,12769.008,18,64.686,127.886
9359,12769.175,19,73.441,117.060
9360,12772.370,15,131.305,119.571
9361,12772.776,16,16.224,120.531
9362,12773.989,1,290.075,121.483
9363,12774.432,10,270.829,130.837
9364,12774.820,8,52.184,115.409
9365,12778.842,19,12.928,117.570
9366,12780.258,16,50.854,111.784
9367,12784.305,13,16.630,132.050
9368,12784.329,18,218.779,121.632
9369,12789.842,8,142.584,128.102
9370,12789.939,10,15.304,109.447
9371,12791.158,19,220.082,112.245
9372,12792.657,6,49.081,128.562
9373,12795.325,12,95.012,105.936
9374,12800.296,13,40.401,100.711
9375,12801.022,16,130.347,110.963
9376,12803.293,16,191.365,113.642
9377,12803.418,15,29.042,113.947
9378,12803.599,10,92.596,128.093
9379,12804.935,16,19.830,117.192
9380,12805.586,6,65.201,122.052
9381,12807.107,1,124.950,117.525
9382,12808.138,3,115.387,124.652
9383,12815.788,10,116.498,121.468
9384,12821.387,11,41.263,125.812
9385,12822.701,2,14.439,110.693
9386,12825.721,2,78.759,119.249
9387,12826.560,12,61.746,131.213
